sample_No.,TOTAL.g.wet,TOTAL.g.dry,L_Total,BIFIDO.g.wet,BIFIDO.g.dry,L.Bif,BACTER.g.wet,BACTER.g.dry,L.Bacter,COCC.g.wet,COCC.g.dry,L.Cocc,LEPTUM.g.wet,LEPTUM.g.dry,L.Leptum,FPRAUS.g.wet,FPRAUS.g.dry,L.Fprau,ECOLI.g.wet,ECOLI.g.dry,L.Ecoli,pH,C2,C3,iC4,C4,iC5,C5,iC6,C6,C7,C8,Total.SCFAs,X.C2,X.C3,X.iC4,X.C4,X.iC5,X.C5,X.iC6,X.C6,X.C7,X.C8,C2wet,C3wet,iC4wet,C4wet,iC5wet,C5wet,iC6wet,C6wet,C7wet,C8wet,Total.SCFAswet,D.Lactate,L.Lactate,Total.Lactate,X.D.Lactate,X.L.Lactate,D.LactateWet,L.LactateWet,Moisture_original
sample_110,2.75E+11,8.11E+11,11.91,45770881721,1.35E+11,11.13,15500088578,45740026283,10.66,27804672809,82050270789,10.91,38701731517,1.14E+11,11.06,36411751235,1.07E+11,11.03,48767444,143910414,8.16,7.57,231.0520935,42.26804352,6.609575748,41.75631142,10.67071438,9.429888248,0,5.802880049,0,1.734887838,349.3243947,66.1425589,12.09994039,1.892102541,11.95344844,3.054671973,2.699464564,0,1.66117229,0,0.496640906,78.29746081,14.32352519,2.239810903,14.15011268,3.616023678,3.195540427,0,1.966443006,0,0.587907733,118.3768244,19.69795441,21.92259495,41.62054936,47.32747336,52.67252664,6.675117244,7.428989251,66.11263736
sample_111,81758568094,4.06E+11,11.61,991916704,4923026392,9.69,38812310,192631119,8.28,15509990603,76978331741,10.89,6349926183,31515604149,10.5,6268858618,31113254075,10.49,538377,2672042,6.43,6.6,292.9705963,116.4911613,2.599930286,84.07859802,3.653291702,3.963980913,0,1.462964535,0.999914706,0,506.2204378,57.8741146,23.01194354,0.513596467,16.60908801,0.721680009,0.783054301,0,0.288997525,0.19752555,0,68.99346416,27.43322662,0.612273721,19.80019092,0.860336339,0.933502469,0,0.344522599,0.23547612,0,119.212993,31.4357242,40.8196035,72.25532769,43.50644472,56.49355529,7.40299381,9.612861791,76.45037931
sample_112,31461609110,1.28E+11,11.11,3334277679,13573464576,10.13,31434162,127964891,8.11,3984127025,16218927232,10.21,2697043489,10979356786,10.04,323178025,1315620923,9.12,34692,141227,5.15,7.22,285.5569611,58.94663429,7.732896805,47.51661682,11.86912203,12.73890209,0,7.440487623,0.698155165,2.031741351,434.5315172,65.71605276,13.56556014,1.779593999,10.93513702,2.731475522,2.931640534,0,1.712301025,0.160668476,0.467570538,77.74429882,16.04851352,2.105319505,12.93663458,3.231427335,3.46822927,0,2.025709655,0.190076206,0.553151659,118.3033605,29.55935003,37.94121382,67.50056385,43.79126387,56.20873613,8.047679639,10.32968362,72.77450407
sample_113,29976515203,85446791047,10.93,1369686610,3904233856,9.59,5628064853,16042561259,10.21,651694304,1857627102,9.27,2909272435,8292758253,9.92,1548047269,4412643386,9.64,22421829,63912476,7.81,6.79,68.41773224,11.79002142,2.125145674,10.94806623,4.431094408,3.997136474,0,1.101923406,0,1.151821434,103.9629413,65.80973122,11.3406001,2.044137697,10.53073922,4.262186461,3.844770477,0,1.059919422,0,1.107915398,26.86516794,4.629514822,0.834467814,4.298909482,1.739930447,1.569530868,0,0.432685451,0,0.452278602,40.82248543,23.51818178,26.87166279,50.38984457,46.67246343,53.32753657,9.234739043,10.5515297,60.73361823
sample_114,1.01E+11,3.85E+11,11.59,6793063756,25819566456,10.41,77381022,294115368,8.47,22408470777,85171731225,10.93,13787869662,52405929020,10.72,8414751329,31983393497,10.5,1531099,5819512,6.76,7.07,245.0065231,55.07296562,2.688482761,36.02781105,4.278255939,8.096256256,0,5.82340169,0.835075796,7.381303072,365.2100753,67.08646329,15.07980457,0.736146931,9.864955401,1.171450688,2.216876478,0,1.594534785,0.228656286,2.021111566,70.7006687,15.89221155,0.775805993,10.39641843,1.234561235,2.336308128,0,1.680438498,0.240974879,2.129996608,105.387384,27.47356227,31.19274997,58.66631225,46.8302186,53.16978139,7.927949017,9.001181901,71.14335251
sample_115,10110251328,32382287365,10.51,725596334,2324024224,9.37,16960264,54322305,7.73,585856395,1876448915,9.27,687768074,2202863479,9.34,27051182,86642667,7.94,50010,160178,5.2,7.99,161.0997314,23.15912342,5.239604235,19.0962019,9.169142723,7.188122749,0.564506888,3.024255216,1.636718035,3.405920565,233.5833272,68.96884865,9.914715961,2.243141365,8.175327464,3.925426885,3.077326981,0.241672595,1.29472221,0.700699855,1.458118011,57.60868199,8.281618875,1.873663547,6.828732816,3.278852315,2.570446729,0.201865624,1.08146274,0.585284457,1.21794489,83.52855401,26.86080574,25.59658252,52.45738827,51.20500015,48.79499984,9.605327101,9.153245444,64.24036124
sample_116,74503996465,2.56E+11,11.41,7117036522,24484591209,10.39,14257490,49049742,7.69,9369941134,32235211607,10.51,5394838209,18559748539,10.27,708855615,2438661077,9.39,2200810,7571401,6.88,6.97,306.6963959,112.2433815,15.41086388,91.61711502,26.65827274,19.17185497,0,8.295168638,0.816734433,2.016121566,582.9259086,52.61327235,19.25517117,2.643708857,15.7167684,4.573183718,3.288900817,0,1.423022809,0.140109476,0.345862405,99.47603062,36.4057948,4.998466195,29.71572885,8.646528589,6.218332062,0,2.690512378,0.264905296,0.653922815,189.0702216,14.89667869,17.57728901,32.47396771,45.87267815,54.12732182,4.831691814,5.701139508,67.56530825
sample_117,50552137694,1.65E+11,11.22,15964880553,52179409602,10.72,517032054,1689860894,9.23,4064660278,13284883207,10.12,6371102461,20823229075,10.32,1242906755,4062300399,9.61,1359814423,4444399914,9.65,7.1,263.7181091,69.29677963,13.34307432,87.22182083,23.30943775,16.96523666,0,8.872885227,1.158481956,3.065722823,486.9515483,54.15695053,14.23073402,2.740123605,17.91180686,4.786808427,3.483968112,0,1.822128969,0.237904974,0.62957451,92.61373481,24.33596082,4.685882023,30.63095899,8.185915232,5.957929603,0,3.11602052,0.406841005,1.076634599,171.0098776,15.61279859,17.62971342,33.24251202,46.96636217,53.0336378,5.4829742,6.191283598,64.88154146
sample_118,37933920158,1.22E+11,11.09,4726878250,15168048822,10.18,573735223,1841055219,9.27,2696155050,8651674376,9.94,3778954193,12126261489,10.08,467982126,1501704795,9.18,90275037,289682979,8.46,7.39,204.1286011,39.47360229,6.574428082,35.1893959,11.1523819,8.236150742,0,1.82821852,2.360567808,3.569434285,312.5127806,65.31848096,12.63103615,2.103730948,11.26014617,3.568616258,2.635460452,0,0.585006001,0.755350806,1.142172259,70.09079848,13.55388852,2.25743434,12.08283819,3.82934752,2.828013217,0,0.627747876,0.810538463,1.225621975,107.3062286,26.13297669,32.62711859,58.76009528,44.47402028,55.52597972,8.97317276,11.20303956,65.66341115
sample_119,53926196392,1.95E+11,11.29,2946721584,10654152048,10.03,405375862,1465674970,9.17,4609243334,16665157500,10.22,9563081356,34576229856,10.54,9266831847,33505111587,10.53,397799979,1438283643,9.16,6.83,170.0705795,54.46177483,5.787413836,46.26008987,9.178832531,0.710064292,0,1.77136898,1.572445035,0.860120356,290.6726893,58.50930815,18.73646092,1.991041487,15.91483878,3.157789799,0.244283112,0,0.609403307,0.540967588,0.295906835,55.23075315,17.68656784,1.879473956,15.02305461,2.980843807,0.230594767,0,0.575255539,0.510654599,0.279325767,94.39652406,23.68631458,23.72930292,47.4156175,49.95466859,50.04533141,7.692176962,7.706137509,67.52480452
sample_120,36807782958,1.09E+11,11.04,3396327435,10017697780,10,53715901,158438688,8.2,4683433255,13814103563,10.14,1626572279,4797685094,9.68,399110109,1177202295,9.07,3943317,11631082,7.07,7.53,185.2404709,38.60520172,6.782924175,32.4048214,12.18480206,7.004312754,0,1.532016695,1.360481083,1.736201882,286.8512326,64.57719188,13.45826593,2.364613919,11.29673423,4.247777478,2.441792803,0,0.534080569,0.474281066,0.605262131,71.03773459,14.80468097,2.6011787,12.42690159,4.672740954,2.686078847,0,0.587511977,0.521729909,0.665814808,110.0043723,16.88616287,20.70937966,37.59554253,44.91533233,55.08466767,6.475662421,7.94182507,61.65107212
sample_122,17220401983,2.27E+11,11.36,7587252138,1.00E+11,11,86981326,1147221562,9.06,1387392269,18298713036,10.26,1469445558,19380937305,10.29,86483899,1140660849,9.06,3504257,46218650,7.66,6.64,623.8530579,35.87911987,4.000308871,13.28040934,6.924120903,0,0,1.626569629,0,0,685.5635865,90.99856967,5.233521818,0.583506614,1.937152089,1.009989597,0,0,0.237260213,0,0,84.08722391,4.836035582,0.539189259,1.790025295,0.933280838,0,0,0.219240289,0,0,92.40499517,191.1493149,485.3197302,676.4690451,28.2569197,71.7430803,25.76442487,65.41474519,86.52130933
sample_124,42970374747,1.78E+11,11.25,14789518,61430989,7.79,257432818,1069294631,9.03,4271455311,17742276481,10.25,4472515526,18577417123,10.27,1500581309,6232940891,9.79,2440370,10136528,7.01,7.09,168.6153564,34.55204391,4.848455906,26.41187191,7.696840525,8.80214119,0,0.622353017,0.186274156,1.428964496,253.1643016,66.60313296,13.64807112,1.915142015,10.43269993,3.040255074,3.476849277,0,0.24582969,0.073578366,0.564441545,46.79954911,9.58999293,1.3456992,7.33067096,2.136274381,2.443052921,0,0.172735397,0.051700786,0.396612121,70.26628783,38.5769615,54.80108331,93.37804481,41.31266785,58.68733215,10.70711733,15.21015668,72.24478831
sample_125,67290036311,3.11E+11,11.49,11838733,54754141,7.74,288293482,1333357353,9.12,11481854735,53103578150,10.73,8106715311,37493558315,10.57,7184615525,33228846805,10.52,27494772,127163320,8.1,7.44,162.7284775,31.79185009,4.571841717,19.3417635,7.042892456,6.705384731,0,2.079531193,0,5.498159647,239.7599008,67.87143178,13.25986955,1.906841678,8.067138596,2.937477215,2.796708169,0,0.867339028,0,2.293193995,41.54429931,8.11640443,1.167183296,4.937918822,1.798038282,1.711873143,0,0.530900723,0,1.403670664,61.21028866,49.61285447,63.95649926,113.5693537,43.68507247,56.31492755,12.66607607,16.32798382,74.47017268
sample_126,1.26E+11,5.24E+11,11.72,16432096205,68533864658,10.84,56785092,236835383,8.37,3871669000,16147692658,10.21,11478446892,47873522402,10.68,2818752131,11756258890,10.07,17871562,74537491,7.87,6.49,239.0911255,36.01610756,0,50.61089134,0,0,0,1.610790491,0,0,327.3289149,73.04308132,11.00303271,0,15.46178447,0,0,0,0.492101497,0,0,36.25349132,5.461138049,0,7.674151459,0,0,0,0.244244863,0,0,49.63302569,393.6220847,423.7563332,817.3784179,48.15665255,51.84334745,59.68508785,64.25435705,84.83695652
sample_127,95159578639,3.81E+11,11.58,13603019228,54506378606,10.74,22680024,90877323,7.96,4600831297,18435220033,10.27,10577555344,42383549317,10.63,1094922373,4387279940,9.64,10169988,40750454,7.61,6.49,296.7602692,64.7312355,7.705192566,118.2752953,12.48639727,11.23126888,0,1.607886255,0,2.85015738,515.6477023,57.55097286,12.55338387,1.494274586,22.93722918,2.421497703,2.178089582,0,0.311818757,0,0.552733459,87.46978496,19.07946527,2.271097606,34.86152197,3.680352788,3.310404982,0,0.473922824,0,0.840080964,151.9866314,26.85257436,34.31718883,61.16976319,43.8984442,56.1015558,7.91476875,10.11495621,70.52510257
sample_128,85570034345,2.85E+11,11.46,12157666394,40560542492,10.61,1354642713,4519374160,9.66,5164718009,17230589942,10.24,13567480761,45263980940,10.66,8328278123,27784894547,10.44,21126,70480,4.85,6.98,108.4267769,14.21572971,3.832045197,11.24948263,6.910775423,4.417929411,0,1.484078407,0,1.570490241,152.1073079,71.28308192,9.345855836,2.519303806,7.395754212,4.543355292,2.904482021,0,0.97567857,0,1.032488355,36.37278171,4.768800183,1.285495589,3.773744712,2.318284589,1.482035957,0,0.497848054,0,0.526835717,51.0258265,51.54239374,20.13212818,71.67452192,71.91173706,28.08826294,17.29038057,6.753511674,66.45405983
sample_129,90719687683,3.06E+11,11.49,13507614221,45595214870,10.66,1916895628,6470518523,9.81,3831706526,12934000004,10.11,7719219343,26056375225,10.42,4191250501,14147647691,10.15,50064342,168993161,8.23,7.13,90.34923172,8.734812737,1.921290457,8.563434124,3.692903519,2.236550808,0,1.444826245,0,0.47064513,117.4136947,76.94948358,7.439347476,1.636342729,7.293386128,3.145206806,1.90484663,0,1.230543208,0,0.400843471,28.82351175,2.786608948,0.612936458,2.731935174,1.178122336,0.713511861,0,0.460933264,0,0.150146771,37.45770654,54.30052114,25.58868361,79.88920475,67.96978554,32.03021446,17.32313246,8.163386766,68.09766813
sample_130,51640606848,1.52E+11,11.18,1744678440,5151152735,9.71,263999008,779455502,8.89,2399035741,7083138780,9.85,4101279896,12109004538,10.08,1832483823,5410397606,9.73,265097750,782699533,8.89,6.86,229.4541626,39.79366112,8.453296185,62.10082626,14.79126596,10.31608248,0,6.619172573,0.206986979,2.818843126,374.5542973,61.26058738,10.62427034,2.256894727,16.57992625,3.949031174,2.75422884,0,1.767213091,0.055262209,0.752585979,86.48080006,14.9981487,3.186029876,23.40567318,5.574797596,3.888110184,0,2.494752474,0.078012965,1.062416153,141.1687412,19.56544764,24.81432125,44.37976889,44.08641174,55.91358826,7.374176813,9.352466438,62.3102065
sample_131,1.48E+11,5.50E+11,11.74,2183486814,8115920098,9.91,12060345408,44827749383,10.65,1537768338,5715814209,9.76,13528127075,50283426353,10.7,15834141854,58854777264,10.77,81953825,304618600,8.48,7.44,177.8373032,29.78462124,5.428955555,24.73792934,9.261686802,5.750856161,0,2.356649518,0,1.939408183,257.09741,69.17117648,11.58495577,2.111633702,9.62200644,3.602403775,2.236839399,0,0.916636818,0,0.754347616,54.5455759,9.135424847,1.665148436,7.587522854,2.840709071,1.763880556,0,0.722822506,0,0.594847843,78.85593201,22.11112286,24.29267078,46.40379364,47.64938624,52.35061376,6.781838841,7.450954856,69.32838335
sample_132,73503716259,4.28E+11,11.63,4315048506,25110871277,10.4,314896746,1832501220,9.26,5789136096,33689134925,10.53,12419623458,72274405623,10.86,7057577429,41070666555,10.61,16808,97811,4.99,6,464.3309021,74.29484558,3.333047032,135.5459671,4.103937387,8.013973713,0,0,0,1.864626765,691.4872997,67.14959223,10.74420971,0.482011316,19.60209062,0.593494254,1.158947347,0,0,0,0.269654521,92.87382465,14.86019222,0.666664278,27.1114249,0.82085504,1.602926676,0,0,0,0.37295605,138.3088438,36.00835959,41.90996797,77.91832756,46.21295235,53.78704765,7.20226472,8.382683554,79.99835371
sample_133,88042315239,3.71E+11,11.57,3929693006,16560480250,10.22,12094994718,50970628200,10.71,2850067174,12010729866,10.08,41342947678,1.74E+11,11.24,20475631037,86288237499,10.94,4127693,17394892,7.24,5.73,451.7248688,70.43963242,2.47867918,115.0732002,2.675294042,6.399073124,0,0.718650162,0,1.765435398,651.2748333,69.36009895,10.81565398,0.380588816,17.66891554,0.410778047,0.982545739,0,0.110345145,0,0.271073794,110.358431,17.20872118,0.605552548,28.11290391,0.653586449,1.563322542,0,0.175569489,0,0.431303862,159.109391,27.5844849,35.9981708,63.58265569,43.38366273,56.61633728,6.739014575,8.794516141,75.56954716
sample_134,1.60E+11,5.92E+11,11.77,21966083162,81092180527,10.91,809656024,2989006822,9.48,15318234072,56550318667,10.75,34329818222,1.27E+11,11.1,278205675,1027051780,9.01,497112572,1835190284,9.26,6.72,327.8961029,86.40052414,11.48122311,109.4472008,17.50735378,13.76595354,0,1.300985515,0,4.21840024,572.017744,57.32271531,15.10451818,2.007144573,19.13353247,3.060631242,2.406560581,0,0.227437965,0,0.737459683,85.3588328,22.49202668,2.988824189,28.49160216,4.55756342,3.58359162,0,0.338676197,0,1.098145777,148.9092628,26.38271594,32.07202164,58.45473758,45.13358033,54.86641967,6.86802258,8.34907859,73.96771964
sample_135,2.00E+11,7.27E+11,11.86,5227313354,19039748796,10.28,12551448344,45716873526,10.66,4385391411,15973167320,10.2,56923922187,2.07E+11,11.32,43464532865,1.58E+11,11.2,99268240,361570509,8.56,6.89,253.7743988,49.17226982,5.15109992,55.40905952,7.760170221,6.475565434,0,1.103222907,0,1.646501005,380.4922876,66.69633185,12.92332891,1.353798773,14.56246587,2.039507888,1.701891377,0,0.289946194,0,0.43272914,77.86130703,15.08669596,1.580424875,17.00022467,2.380921791,1.986788229,0,0.338483227,0,0.505168058,116.7400138,17.85905021,24.2290153,42.08806551,42.43257559,57.56742441,5.479390349,7.433779011,69.31869117
sample_136,46879218467,1.49E+11,11.17,4113267795,13080087323,10.12,398087694,1265908775,9.1,3278083155,10424221339,10.02,8677060705,27592833092,10.44,4050090613,12879185484,10.11,558656335,1776512984,9.25,6.91,239.663,39.655,5.953,52.088,9.8743,7.1797,0,0,0.53366,2.66963,357.61629,67.01680172,11.08870069,1.664633342,14.56533202,2.761143795,2.007654629,0,0,0.149226983,0.746506822,83.81314128,13.86784826,2.081838373,18.21582348,3.453165908,2.510830668,0,0,0.18662756,0.933602919,125.0628784,23.55533493,17.70671951,41.26205444,57.08715974,42.91284026,8.237594516,6.192260732,65.02875234
sample_137,1.10E+11,4.06E+11,11.61,7386353492,27138794695,10.43,4963545632,18236961719,10.26,7909164998,29059698447,10.46,20264924012,74456985150,10.87,15518966206,57019480344,10.76,279260142,1026052122,9.01,6.34,243.892,56.558,2.9847,120.09,4.0264,6.3866,0,0.7302,0.5551,0,435.223,56.03839871,12.99517719,0.685786367,27.5927513,0.925134931,1.467431638,0,0.16777606,0.127543811,0,76.45820635,17.73048413,0.935679762,37.64726191,1.262244444,2.002148413,0,0.228911905,0.174019444,0,136.4389564,26.18559264,26.93009376,53.1156864,49.2991702,50.7008298,8.208975471,8.442370663,68.65079365
sample_138,28901305528,1.01E+11,11.01,1731120642,6060752183,9.78,7271005,25456202,7.41,2818169919,9866573753,9.99,3810579715,13341057098,10.13,246971852,864662553,8.94,84878,297164,5.47,7.33,159.2354889,36.28471375,4.54394865,36.60664177,7.959918261,7.099400997,0,1.837643325,0.993964493,0.813510597,255.3752307,62.35353698,14.20839196,1.779322387,14.33445274,3.116950002,2.779988089,0,0.719585576,0.389217267,0.318555012,51.18509071,11.66345755,1.460619272,11.76693897,2.558657879,2.282050858,0,0.590697092,0.319502663,0.261497069,82.08851205,16.64244161,27.71313769,44.35557929,37.52051461,62.47948541,5.349591912,8.908186714,67.85572672
sample_139,40637223860,1.04E+11,11.02,14854043434,37990871391,10.58,61921179,158370315,8.2,4594380921,11750641194,10.07,5110747992,13071307521,10.12,2220487456,5679144116,9.75,45168226,115522771,8.06,7.44,107.3606873,20.51871967,3.217857957,22.20441437,5.936496258,3.898019314,0,0.498885781,0,1.777741253,165.4128219,64.90469485,12.4045521,1.945349774,13.42363556,3.588897276,2.356540001,0,0.301600429,0,1.07473002,44.96990773,8.594625776,1.347856269,9.30070858,2.486605625,1.632753788,0,0.208967063,0,0.744638118,69.28606295,18.66126508,28.06605413,46.72731921,39.93651978,60.06348022,7.816598328,11.75595925,58.1132453
sample_140,55396414853,1.70E+11,11.23,124044379,380852436,8.58,1149927574,3530613174,9.55,5215387276,16012760668,10.2,7561943516,23217372998,10.37,3167025160,9723691305,9.99,5853038,17970535,7.25,6.77,154.767746,35.5425396,4.4778409,28.68844891,8.522601604,6.755752325,0,1.596286774,0,0.935088307,241.2863044,64.14278108,14.7304422,1.855820583,11.88979581,3.532153069,2.799890504,0,0.661573717,0,0.387543051,56.33773643,12.9380073,1.629999964,10.44301746,3.102352365,2.459193234,0,0.58107187,0,0.3403859,87.83176451,19.40506171,22.57997315,41.98503485,46.21899631,53.78100371,7.063727942,8.219442414,63.59852884
sample_141,1.14E+11,3.66E+11,11.56,43068949,138077126,8.14,15446518147,49520847259,10.69,6146180443,19704379982,10.29,10593723791,33963005305,10.53,4036582681,12941103780,10.11,40182199,128822336,8.11,6.53,174.730835,65.64160919,5.159620523,40.44219589,9.100516796,8.783936977,0,1.695137382,0,1.038342893,306.5921946,56.99128617,21.41007186,1.682893633,13.19087589,2.968280653,2.865023028,0,0.552896457,0,0.338672318,56.88767573,21.37114825,1.679834124,13.16689482,2.962884304,2.859814402,0,0.551891289,0,0.33805661,99.8181995,18.48496344,21.52550801,40.01047145,46.20031399,53.79968601,6.018208555,7.008128357,67.44268078
sample_142,29177960762,1.00E+11,11,2530274320,8686424897,9.94,64426354,221175498,8.34,736318460,2527779282,9.4,3502341262,12023528080,10.08,619939887,2128251955,9.33,10960928,37628836,7.58,7.14,231.2920151,58.04648399,8.582437038,61.51428795,14.73038864,10.76203394,0,0.680202663,0.553103685,2.651560664,388.8125136,59.48677242,14.92917073,2.20734589,15.82106691,3.78855827,2.767923758,0,0.174943614,0.1422546,0.681963818,75.2012453,18.87297268,2.79045497,20.00047886,4.789372296,3.499119301,0,0.221158034,0.179833644,0.862116506,126.4167516,23.82983486,29.20633749,53.03617235,44.93128709,55.06871291,7.747925305,9.496017184,67.48644986
sample_143,1.23E+11,4.97E+11,11.7,2917133591,11825422222,10.07,3372627147,13671893577,10.14,8662978307,35117821304,10.55,18081451264,73298252854,10.87,9267979268,37570363016,10.57,6484675,26287457,7.42,7.42,164.2915115,57.80644989,5.321762323,35.2451725,8.444330215,7.167812347,0,0.543852866,0,1.098770559,279.9196622,58.69237988,20.6510859,1.901174887,12.59117427,3.016697772,2.560667689,0,0.194288912,0,0.392530682,45.87225532,16.14028749,1.48590294,9.840895229,2.35776315,2.001343314,0,0.151850557,0,0.306790553,78.15708856,23.8672155,25.33175436,49.19896986,48.51161634,51.48838366,6.664026602,7.072944263,72.0787429
sample_144,2.47E+11,9.10E+11,11.96,35228447384,1.30E+11,11.11,3720541035,13691099849,10.14,17380132807,63956594321,10.81,41762021049,1.54E+11,11.19,14022001465,51599114303,10.71,7764644,28572863,7.46,6.72,353.1001282,54.64844894,6.614000082,74.27442932,10.01961517,12.23808765,0,12.88743544,0.650654197,0.902740806,525.3355398,67.2142091,10.40257984,1.25900488,14.13847412,1.907279142,2.329575429,0,2.453181721,0.123854974,0.171840802,103.2056975,15.97289505,1.933169765,21.70926508,2.928578297,3.577003436,0,3.766797736,0.190176142,0.263857153,153.5474402,46.55187726,25.60823986,72.16011712,64.51192032,35.48807968,13.60639257,7.484891806,70.77154913
sample_145,2.26E+11,8.14E+11,11.91,33659462961,1.21E+11,11.08,6101572347,21936301419,10.34,11059465012,39760859043,10.6,24417132880,87784190071,10.94,21444087170,77095530965,10.89,50184311,180422047,8.26,7.1,223.8134232,40.91266441,7.668377161,44.10220528,12.01642561,9.127931118,0,6.60390687,0,1.335900068,345.5808337,64.76442018,11.83881177,2.218982193,12.76176251,3.47716784,2.641330256,0,1.91095866,0,0.386566597,67.27972148,12.29860402,2.305162363,13.25740005,3.612213051,2.743913455,0,1.985175905,0,0.401579955,103.8837703,24.98688991,11.69967597,36.68656588,68.10910019,31.89089981,7.511216127,3.516996119,69.93937159
sample_146,1.93E+11,5.04E+11,11.7,15976308259,41685997829,10.62,26526285874,69213405089,10.84,3528545389,9206816309,9.96,21149799645,55184870486,10.74,9099239736,23742086203,10.38,453256574,1182654482,9.07,6.2,159.8980179,30.42067623,4.534473658,52.2516613,8.02146244,0,0,0,0,2.583844066,257.7101356,62.04568459,11.80422189,1.759524765,20.27536138,3.112590982,0,0,0,0,1.002616393,64.5461344,12.27993369,1.83043386,21.09246129,3.238028836,0,0,0,0,1.043021975,104.0300141,37.16205988,19.81521225,56.97727213,65.22260279,34.77739721,15.00123231,7.99881931,59.63293651
sample_147,2.63E+11,8.81E+11,11.94,38480868452,1.29E+11,11.11,16256127917,54523882982,10.74,14114234175,47339862018,10.68,58124993766,1.95E+11,11.29,48328748074,1.62E+11,11.21,290714796,975072267,8.99,6.57,241.4562988,32.92516708,4.194856882,64.84893608,7.264736414,0,0,1.174003839,0,2.266656518,354.1306556,68.18282885,9.297463114,1.184550621,18.31214978,2.051428279,0,0,0.331517145,0,0.640062215,78.13138746,10.65405624,1.357388438,20.98407611,2.350752241,0,0,0.379888822,0,0.733453712,114.591003,42.35582257,26.87745959,69.23328216,61.17841196,38.82158804,13.70566517,8.697115045,67.64160312
sample_148,18919012168,1.51E+11,11.18,247508,1979202,6.3,2763248235,22096357833,10.34,79566307,636253225,8.8,691112274,5526490138,9.74,480833039,3844988933,9.58,1245089,9956371,7,6.96,161.3254776,13.12834072,24.80388546,142.8270187,27.00117874,15.26242018,25.36537647,1.691526771,0,0,411.4052247,39.21327876,3.191097228,6.029064283,34.71687042,6.56315893,3.709826532,6.165545538,0.41115831,0,0,26.23968611,2.135332527,4.034366912,23.23090063,4.391757988,2.482441836,4.125693763,0.275127848,0,0,66.91530763,97.87291769,740.9153,838.7882177,11.66837059,88.33162941,15.91908902,120.5103199,83.73493976
sample_149,8397246259,34689993839,10.54,289447,1195738,6.08,9621119,39745955,7.6,125568731,518738927,8.71,164649085,680184381,8.83,6270266,25903195,7.41,4701101,19420793,7.29,8.03,119.4881439,33.65476418,11.22598171,23.95837498,18.07817554,0,0,1.610650659,0.998727173,4.180616617,213.1954348,56.04629574,15.78587469,5.265582597,11.23775235,8.479626012,0,0,0.755480839,0.468456172,1.960931584,33.93733602,9.558714392,3.188432769,6.8047205,5.134610832,0,0,0.457461225,0.283661111,1.187389696,60.55232656,13.25922887,16.6661056,29.92533447,44.30770484,55.69229516,3.76592096,4.733551024,71.59773772
sample_150,89071866589,4.23E+11,11.63,10700212,50757418,7.71,935908135,4439564232,9.65,12841752745,60916006610,10.78,4168449508,19773414335,10.3,323454600,1534335925,9.19,79390687,376596848,8.58,8.08,228.0376205,68.23776245,18.3201952,40.11487579,26.16013241,0.887241006,0,1.478862286,0.516757607,2.637666762,386.3911141,59.01730453,17.66028254,4.741360381,10.38193538,6.770376299,0.229622518,0,0.382737136,0.133739516,0.682641672,53.12240024,15.89629694,4.267772746,9.344942657,6.094121756,0.206686825,0,0.344507692,0.120381033,0.614456462,90.01156637,19.18219064,25.65419119,44.83638182,42.78264628,57.21735374,4.468578502,5.976260449,76.70454545
sample_151,2.10E+11,8.96E+11,11.95,2980630,12711510,7.1,609538927,2599504247,9.41,18323846758,78145817055,10.89,9869725984,42091478462,10.62,16712094,71272168,7.85,285527530,1217690938,9.09,7.99,164.114151,51.5102272,7.539807796,19.77178192,10.90853262,1.226456404,0,0,0,2.040648878,257.1116058,63.82992728,20.03418984,2.932503872,7.689960886,4.24272276,0.477013241,0,0,0,0.793682133,39.25537459,12.32101712,1.803488472,4.729322249,2.609272459,0.293362914,0,0,0,0.488114131,61.49995194,22.20718695,25.82823975,48.0354267,46.23085184,53.76914816,5.311860294,6.17800001,76.08044501
sample_152,47919431977,2.31E+11,11.36,1338950,6443527,6.81,221547839,1066170424,9.03,9003295128,43327197587,10.64,490491762,2360428399,9.37,126344145,608014915,8.78,64980,312710,5.5,7.02,220.8504257,88.62841415,7.217973471,43.47378731,10.63355017,0,0,1.142989337,0,0,371.9471402,59.37683124,23.82822842,1.9405912,11.68816281,2.858887465,0,0,0.307298864,0,0,55.96923142,22.46074105,1.829221865,11.01738634,2.694817672,0,0,0.289663171,0,0,94.26106151,20.18041844,25.8710401,46.05145854,43.82145339,56.17854661,5.114241941,6.556393205,74.65740388
sample_153,1.55E+11,4.36E+11,11.64,45843451103,1.29E+11,11.11,541983604,1526038285,9.18,26685108566,75136031741,10.88,14275422435,40194649782,10.6,5545148680,15613219867,10.19,25290758,71210024,7.85,7.32,128.6308136,32.59734726,6.090298891,31.24883747,10.07213974,6.332352161,0,4.402525187,0,1.529714406,220.9040287,58.22927466,14.75633896,2.756988601,14.14588844,4.559509303,2.866562551,0,1.992958305,0,0.69247918,48.63318724,12.3245189,2.302641474,11.8146696,3.808109769,2.39415782,0,1.664522098,0,0.578359765,83.52016666,16.58217137,21.15902403,37.7411954,43.93652929,56.06347071,6.269445263,7.999877701,62.19165076
